ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
1621,BMW,1,5,South West,5,1499,2016,1415,125,0.164,0.016,,0.041,0.651052638
1412,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.110812538
2489,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.070871247
2807,FORD,2,14,North West,1,1499,2016,1398,115,0.463,0.039,,,0.232686917
76,BMW,1,4,London,1,2979,2002,1660,229,0.269,0.009,,0.048,0.89098028
2720,TOYOTA,8,14,North West,5,1497,2016,1176,75,0.196,0.006,,0.043,0.679840297
3010,VAUXHALL,2,14,North West,5,1598,2016,1613,124,0.013,0.033,,,0.081253927
569,VOLKSWAGEN,1,14,London,2,1598,2002,1275,166,0.259,0.043,,0.056,0.574521857
1556,FORD,1,96,South West,1,998,2016,1327,119,0.32,0.045,0.001,0.051,0.100705158
544,FORD,1,14,London,2,1596,2002,1189,192,0.518,0.059,,0.115,0.478332485
2262,VAUXHALL,2,14,South West,5,1248,2016,1225,84,0.071,0.019,,,0.987042133
3116,BMW,2,5,North West,1,2993,2016,2260,174,0.191,0.049,,,0.261245506
2837,BMW,2,2,North West,5,1995,2016,1705,119,0.144,0.031,,,0.333865587
2838,VAUXHALL,2,14,North West,5,1598,2016,1613,109,0.035,0.026,,,0.270582956
1869,VAUXHALL,1,14,North West,2,1598,2016,1355,159,0.809,0.012,,0.051,0.699693328
3742,FORD,1,96,South West,2,998,2016,1332,116,0.302,0.052,0.001,0.059,0.132096657
3518,VOLKSWAGEN,2,4,South West,2,1968,2016,1505,118,0.123,0.052,,,0.942707903
1938,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.772687784
2017,VAUXHALL,1,14,London,2,1364,2016,1394,145,0.593,0.011,,0.03,0.120086878
2486,FORD,1,14,London,1,998,2016,1168,114,0.206,0.034,,0.05,0.894916914
2254,BMW,2,14,South West,5,1496,2016,1440,99,0.098,0.053,,,0.672641443
868,VOLKSWAGEN,2,6,South West,1,1896,2002,1594,159,0.181,0.313,0.04,,0.901530728
2636,FORD,1,14,London,2,999,2016,1382,125,0.451,0.036,0.001,0.072,0.7344197
2107,VAUXHALL,2,14,North West,1,1598,2016,1350,103,0.17,0.032,0.001,,0.493971183
2464,VAUXHALL,1,14,London,2,1398,2016,1163,118,0.463,0.01,,0.031,0.478715295
751,VOLKSWAGEN,1,13,South West,2,1198,2002,1103,142,0.68,0.042,,0.03,0.348711199
267,TOYOTA,1,14,London,2,1598,2002,1325,190,0.45,0.02,,0.05,0.555559528
1907,FORD,2,6,South West,5,1499,2016,1575,99,0.407,0.07,,,0.210385438
322,VAUXHALL,1,4,South West,1,2198,2002,1785,209,0.755,0.026,,0.043,0.299661237
3804,FORD,2,6,South West,5,1499,2016,1575,99,0.407,0.07,,,0.640274052
2004,FORD,1,13,North West,2,998,2016,1170,99,0.355,0.041,0.001,0.067,0.746488734
2088,VAUXHALL,1,14,London,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.342348237
327,VAUXHALL,1,14,North West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.447163633
2484,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.489919164
3318,FORD,1,13,London,2,998,2016,1157,114,0.206,0.034,,0.05,0.874715055
3563,VOLKSWAGEN,2,4,South West,2,1968,2016,1505,118,0.123,0.052,,,0.756272346
1176,VAUXHALL,1,14,South West,2,1598,2002,1660,197,0.357,0.029,,0.044,0.383706761
1503,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.323774338
1785,VAUXHALL,1,14,South West,5,1598,2016,1355,159,0.809,0.012,,0.051,0.025830151
3179,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,101,0.167,0.069,,,0.993664871
2860,FORD,2,6,North West,5,1499,2016,1425,98,0.354,0.074,,,0.517684759
35,VOLKSWAGEN,2,2,London,2,1896,2002,1513,154,0.151,0.382,0.023,,0.231911353
812,FORD,2,14,South West,2,1399,2002,1166,117,0.154,0.423,0.036,,0.491196777
506,VAUXHALL,1,13,North West,1,973,2002,1430,135,0.342,0.048,,0.06,0.027054526
3216,VAUXHALL,1,14,North West,2,999,2016,1034,104,0.407,0.006,,0.02,0.602867214
1337,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.136027652
3729,VOLKSWAGEN,2,14,South West,5,1968,2016,1373,112,0.1,0.07,,,0.346577655
1434,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.926738637
1578,VAUXHALL,1,13,North West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.776503796
2260,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.581996815
2348,BMW,2,6,London,1,2993,2016,2145,156,0.186,0.057,,,0.514907056
717,FORD,1,14,London,1,1388,2002,1163,158,0.662,0.052,,0.137,0.611456776
2155,FORD,1,96,London,1,998,2016,1332,114,0.385,0.044,0.002,0.058,0.071184548
2460,BMW,2,14,London,5,1995,2016,1465,114,0.101,0.019,,,0.135778538
3213,VAUXHALL,2,6,North West,5,1598,2016,1393,104,0.17,0.032,0.001,,0.313531475
1759,FORD,2,14,South West,5,1997,2016,1642,112,0.177,0.042,,,0.349743302
3260,VOLKSWAGEN,2,96,North West,5,1968,2016,1554,136,0.136,0.036,,,0.409033643
2825,FORD,1,6,North West,5,999,2016,1401,125,0.451,0.036,0.001,0.072,0.854509156
2305,VOLKSWAGEN,1,13,South West,1,1197,2016,1107,107,0.157,0.039,,0.022,0.468722004
3642,FORD,1,14,South West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.541903071
2078,VOLKSWAGEN,2,6,London,5,1598,2016,1395,102,0.167,0.069,,,0.288774393
191,TOYOTA,2,96,London,1,1995,2002,1830,191,0.14,0.39,0.037,,0.971106189
1361,BMW,1,14,North West,2,1499,2016,1380,123,0.164,0.016,,0.041,0.58321637
730,VOLKSWAGEN,1,14,London,4,1390,2002,1150,154,0.165,0.047,,0.075,0.183327406
1677,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.256171973
2830,BMW,2,6,North West,1,1496,2016,1545,108,0.098,0.053,,,0.368170399
3799,FORD,2,6,South West,5,1499,2016,1425,98,0.354,0.074,,,0.270996109
3700,BMW,2,5,South West,2,1995,2016,1575,106,0.128,0.023,,,0.29366867
2831,FORD,2,96,North West,5,1997,2016,1830,129,0.234,0.048,,,0.78132303
2369,VOLKSWAGEN,1,14,London,2,1197,2016,1107,107,0.157,0.039,,0.022,0.084138945
1565,FORD,2,14,South West,1,1499,2016,1421,99,0.294,0.039,,,0.055026447
1696,VAUXHALL,1,14,North West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.373379428
3157,BMW,2,5,North West,2,1995,2016,1450,113,0.248,0.028,,,0.19434233
2250,BMW,2,6,South West,5,1995,2016,1505,109,0.222,0.037,,,0.45569098
763,VOLKSWAGEN,1,13,London,1,1198,2002,1104,142,0.474,0.015,,0.032,0.872026188
51,FORD,1,14,London,2,1596,2002,1189,192,0.518,0.059,,0.115,0.33766066
252,FORD,1,96,South West,2,2295,2002,1736,264,0.341,0.084,,0.106,0.883126714
2008,FORD,2,14,London,1,1997,2016,1788,134,0.351,0.065,0.002,,0.637065246
1400,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.484583996
1599,VOLKSWAGEN,2,96,North West,5,1968,2016,1519,124,0.168,0.043,,,0.95542892
3203,BMW,2,14,South West,5,1995,2016,1425,114,0.248,0.028,,,0.406807244
1413,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.044360238
3803,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.080044446
1998,FORD,1,14,North West,1,999,2016,1333,108,0.447,0.03,0.002,0.076,0.849605139
526,VOLKSWAGEN,1,13,London,1,1198,2002,1103,142,0.474,0.015,,0.032,0.396147737
1679,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.339394276
2942,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.999268651
3451,VOLKSWAGEN,2,6,South West,1,1968,2016,1705,137,0.083,0.036,,,0.433440035
2782,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.628290571
3510,VOLKSWAGEN,1,14,South West,1,999,2016,929,105,0.457,0.013,,0.039,0.258559477
2793,VOLKSWAGEN,1,13,North West,1,1197,2016,1107,107,0.157,0.039,,0.022,0.527260992
903,BMW,2,2,London,1,2497,2002,1670,179,0.265,0.445,0.047,,0.427028494
2063,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.779111417
889,BMW,1,2,London,2,2171,2002,1500,226,0.498,0.014,,0.105,0.449555546
2373,FORD,1,14,London,2,998,2016,1168,114,0.206,0.034,,0.05,0.288719215
1288,TOYOTA,1,14,London,1,1598,2002,1295,168,0.55,0.03,,0.06,0.784727041
3615,VOLKSWAGEN,2,2,North West,1,1968,2016,1501,119,0.079,0.062,,,0.74899564
1271,FORD,1,14,South West,2,1796,2002,1195,181,0.895,0.043,,0.091,0.016294077
1120,TOYOTA,1,14,South West,2,1299,2002,1050,144,0.88,0.04,,0.1,0.647049284
1467,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.04343571
2437,BMW,2,2,South West,5,1995,2016,1505,104,0.148,0.03,,,0.973180455
2784,BMW,2,14,North West,1,1995,2016,1485,114,0.142,0.032,,,0.656612007
2293,FORD,2,14,North West,5,1997,2016,1642,107,0.183,0.046,,,0.032521041
2543,FORD,1,14,London,5,998,2016,1168,114,0.206,0.034,,0.05,0.721814179
3097,BMW,2,5,South West,5,2993,2016,1615,134,0.25,0.058,,,0.5325736
718,VOLKSWAGEN,1,6,South West,2,1781,2002,1529,204,0.35,0.037,,0.032,0.543453423
1350,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.197358834
1401,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.18450272
24,VOLKSWAGEN,2,14,South West,1,1896,2002,1214,130,0.236,0.363,0.011,,0.536234281
2183,VOLKSWAGEN,1,14,South West,1,1197,2016,1139,109,0.199,0.018,,0.035,0.318034131
1867,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.445920025
3771,FORD,2,14,South West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.757810219
1748,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.221630967
3039,FORD,1,14,North West,5,1498,2016,1377,149,0.297,0.037,,0.034,0.518377847
2640,VAUXHALL,1,14,London,5,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.349274274
2311,VOLKSWAGEN,8,14,London,1,1395,2016,1599,39,0.056,0.009,,0.008,0.100656748
534,VOLKSWAGEN,1,14,London,1,1390,2002,1172,156,0.165,0.047,,0.075,0.052477876
1367,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.431684379
1972,BMW,1,14,London,1,1997,2016,1430,157,0.383,0.033,,0.043,0.549659166
3608,BMW,2,14,North West,1,1496,2016,1395,106,0.172,0.028,,,0.530011078
1543,VAUXHALL,1,13,South West,1,1598,2016,1278,174,0.519,0.026,,0.034,0.573867734
1739,VAUXHALL,2,14,South West,5,1598,2016,1335,91,0.268,0.047,,,0.693082764
1917,BMW,2,14,London,5,1496,2016,1425,107,0.086,0.025,,,0.227892685
182,VOLKSWAGEN,1,14,North West,1,1390,2002,1220,161,0.172,0.055,,0.066,0.200833829
1474,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.960612134
3151,VOLKSWAGEN,1,14,North West,1,1984,2016,1505,159,0.609,0.047,,0.06,0.433955089
1717,VOLKSWAGEN,1,13,North West,2,1197,2016,1316,125,0.2,0.02,,0.025,0.669653458
200,FORD,1,13,London,1,1679,2002,1113,178,0.656,0.083,,0.066,0.764277331
3810,BMW,2,5,London,1,2993,2016,1760,150,0.341,0.053,,,0.198513826
3156,FORD,1,13,North West,2,1242,2016,989,115,0.362,0.024,,0.043,0.708150703
2513,VOLKSWAGEN,1,14,London,1,1395,2016,1247,120,0.158,0.034,,0.028,0.024229369
652,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.374213697
2265,BMW,2,6,South West,5,1995,2016,1575,114,0.157,0.034,,,0.834951494
1174,VAUXHALL,1,96,South West,2,1598,2002,1970,190,0.219,0.026,,0.037,0.731772822
1071,VOLKSWAGEN,1,14,South West,1,1390,2002,1216,180,0.096,0.064,,0.092,0.465387692
3663,BMW,2,14,South West,1,1995,2016,1480,115,0.205,0.034,,,0.571369354
1572,VOLKSWAGEN,1,14,North West,1,1395,2016,1271,116,0.154,0.029,,0.044,0.244156513
451,BMW,2,2,South West,1,1995,2002,1490,148,0.101,0.377,0.037,,0.30698
791,VAUXHALL,1,14,North West,1,1199,2002,1430,149,0.253,0.029,,0.054,0.256215543
3705,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.02506933
3788,FORD,2,14,South West,5,1997,2016,1524,110,0.243,0.067,,,0.418869344
55,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.124087924
1218,VOLKSWAGEN,2,14,South West,2,1896,2002,1393,140,0.081,0.376,0.029,,0.921602821
1812,VAUXHALL,1,14,North West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.531149326
1673,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.498807882
3107,BMW,2,14,North West,2,1496,2016,1395,106,0.172,0.028,,,0.494440929
3480,VAUXHALL,2,6,South West,5,1956,2016,1733,124,0.08,0.06,,,0.027580913
1405,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.273440863
1533,VAUXHALL,1,14,South West,5,1399,2016,1234,128,0.507,0.012,,0.021,0.486954393
2074,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.99494719
1384,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.671123082
2482,TOYOTA,8,14,London,4,1497,2016,1176,75,0.196,0.006,,0.043,0.743004412
431,VOLKSWAGEN,1,13,South West,1,1198,2002,1093,142,0.68,0.042,,0.03,0.817913456
734,VAUXHALL,1,96,North West,1,1796,2002,1980,207,0.627,0.008,,0.035,0.899984145
1433,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.449116055
372,TOYOTA,1,14,London,1,1598,2002,1325,190,0.45,0.02,,0.05,0.902041859
2350,BMW,1,4,London,1,2979,2016,1895,179,0.174,0.02,,0.038,0.175520515
1628,FORD,2,96,South West,5,1997,2016,1757,139,0.195,0.038,,,0.371444583
3238,VAUXHALL,2,14,North West,5,1956,2016,1613,118,0.077,0.047,,,0.006398214
765,TOYOTA,1,14,North West,2,1299,2002,1050,144,,0.04,,0.1,0.575262316
2062,FORD,1,14,South West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.905897232
1852,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.274662141
2140,VOLKSWAGEN,1,14,London,1,999,2016,1232,99,0.312,0.034,,0.052,0.586131634
233,BMW,2,2,London,1,2926,2002,1710,221,0.152,0.382,0.036,,0.074020348
1103,TOYOTA,1,14,South West,2,1598,2002,1290,168,0.55,0.03,,0.06,0.471735454
3616,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.741950908
3225,VAUXHALL,2,14,North West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.790355382
1423,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.196614739
2367,VOLKSWAGEN,1,14,London,2,1197,2016,1107,107,0.157,0.039,,0.022,0.284318078
3793,BMW,1,6,London,1,1998,2016,1615,146,0.476,0.033,,0.048,0.409707239
2808,BMW,2,2,North West,1,1995,2016,1695,114,0.314,0.048,,,0.703423463
1354,VAUXHALL,1,14,North West,1,1598,2016,1355,159,0.809,0.012,,0.051,0.414262667
3540,VAUXHALL,1,13,South West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.272074328
733,FORD,2,14,North West,1,1998,2002,1506,156,0.09,0.405,0.048,,0.589229367
208,FORD,2,13,London,2,1753,2002,1272,145,0.347,0.489,0.044,0.042,0.081242216
217,FORD,2,14,South West,1,1399,2002,1166,117,0.154,0.423,0.036,,0.025480023
2093,VAUXHALL,2,14,South West,5,1956,2016,1613,114,0.08,0.06,,,0.486178552
1193,BMW,1,5,South West,1,2494,2002,1485,217,0.494,0.017,,0.079,0.963574195
2540,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.766912111
2689,FORD,2,96,London,5,1499,2016,1564,113,0.459,0.054,,,0.324216623
597,FORD,1,14,London,1,1796,2002,1195,181,0.895,0.043,,0.091,0.83958012
2453,BMW,2,6,London,1,1995,2016,1615,124,0.145,0.026,,,0.150652686
619,VOLKSWAGEN,1,14,London,2,1595,2002,1316,194,0.48,0.044,,0.058,0.257813516
1923,BMW,1,13,London,1,1499,2016,1375,123,0.164,0.016,,0.041,0.581706301
1245,VAUXHALL,1,14,London,1,1199,2002,1430,154,0.211,0.031,,0.052,0.197647419
2570,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.723789957
2538,VOLKSWAGEN,1,14,London,2,1197,2016,1139,109,0.199,0.018,,0.035,0.143051956
3634,BMW,2,14,South West,5,1995,2016,1465,114,0.101,0.019,,,0.001541475
2021,VAUXHALL,1,14,North West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.796379663
3597,VOLKSWAGEN,2,96,South West,2,1598,2016,1583,116,0.215,0.06,,,0.117311797
410,FORD,1,14,London,4,1596,2002,1189,192,0.518,0.059,,0.115,0.923419194
517,FORD,1,13,London,2,1299,2002,965,165,0.66,0.037,,0.09,0.342515086
3782,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.753288837
2675,BMW,1,4,London,1,1997,2016,1725,158,0.294,0.021,,0.034,0.581161871
2313,VOLKSWAGEN,2,6,North West,1,1968,2016,1568,125,0.222,0.051,,,0.797008909
2840,VOLKSWAGEN,1,14,North West,5,1197,2016,1139,109,0.199,0.018,,0.035,0.020271227
1514,FORD,1,14,South West,5,998,2016,1171,99,0.355,0.041,0.001,0.067,0.804374818
991,VOLKSWAGEN,1,14,London,1,1390,2002,1183,156,0.165,0.047,,0.075,0.847114624
2777,VAUXHALL,1,13,South West,5,1598,2016,1278,174,0.519,0.026,,0.034,0.070970707
1519,VOLKSWAGEN,1,13,North West,1,1798,2016,1272,139,0.245,0.021,,0.05,0.569901318
2686,BMW,1,4,London,2,1499,2016,1570,136,0.145,0.012,,0.02,0.525573415
2955,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,99,0.167,0.069,,,0.253301963
3708,BMW,2,6,South West,5,1995,2016,1810,118,0.144,0.031,,,0.681117475
3199,VAUXHALL,2,14,North West,5,1598,2016,1613,104,0.056,0.054,,,0.393932258
3099,VAUXHALL,1,14,South West,1,1364,2016,1394,145,0.593,0.011,,0.03,0.060421949
1643,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.522574215
692,VAUXHALL,1,13,North West,1,1598,2002,1650,168,0.219,0.026,,0.037,0.268145165
3687,FORD,1,96,South West,5,999,2016,1449,117,0.473,0.035,0.003,0.056,0.334254728
91,VOLKSWAGEN,2,2,South West,1,1896,2002,1552,154,0.181,0.313,0.04,,0.213856886
2015,FORD,2,14,South West,2,1499,2016,1399,98,0.354,0.074,,,0.717306284
959,BMW,1,5,London,1,2171,2002,1465,213,0.765,0.015,,0.097,0.006374081
1275,VOLKSWAGEN,1,13,South West,1,1390,2002,1132,154,0.165,0.047,,0.075,0.542426805
1693,VOLKSWAGEN,2,6,North West,5,1598,2016,1544,122,0.14,0.068,,,0.938742883
1731,VOLKSWAGEN,2,6,North West,1,1968,2016,1711,150,0.082,0.045,,,0.86779697
2001,FORD,2,13,London,1,1499,2016,1163,94,0.262,0.047,,,0.044678681
1552,VOLKSWAGEN,1,14,South West,1,1984,2016,1395,139,0.341,0.056,,0.053,0.287268774
3524,VOLKSWAGEN,1,13,South West,2,999,2016,929,105,0.457,0.013,,0.039,0.214482252
2160,BMW,8,5,London,5,1499,2016,1560,49,0.176,0.011,,0.007,0.313461943
1136,FORD,2,14,South West,1,1753,2002,1116,136,0.157,0.454,0.049,0.026,0.603735521
1889,BMW,1,4,South West,1,1997,2016,1475,159,0.282,0.018,,0.03,0.604575541
513,FORD,2,14,London,1,1399,2002,1166,117,0.154,0.423,0.036,,0.307181938
1454,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.681310742
2705,BMW,2,5,London,4,1995,2016,1820,139,0.144,0.035,,,0.425939422
1217,FORD,2,14,North West,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.181759388
3463,VAUXHALL,1,13,South West,5,1364,2016,1471,154,0.362,0.015,,0.027,0.916762128
2288,BMW,2,14,South West,5,1995,2016,1450,118,0.18,0.023,,,0.582613105
1411,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.780660743
960,BMW,1,4,North West,1,2171,2002,1355,222,1.02,0.037,,0.127,0.670813195
2826,BMW,2,2,North West,1,1995,2016,1705,119,0.144,0.031,,,0.749971395
150,TOYOTA,1,14,North West,2,1299,2002,1060,160,0.7,0.05,,0.12,0.351524737
1321,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.307178938
2065,VOLKSWAGEN,2,6,North West,1,1968,2016,1711,150,0.082,0.045,,,0.398378183
885,FORD,1,3,London,1,1798,2002,0,180,,,,,0.674651859
845,VOLKSWAGEN,2,6,North West,2,1896,2002,1524,178,0.033,0.45,0.027,,0.166203696
2251,BMW,2,6,South West,5,1995,2016,1505,109,0.222,0.037,,,0.522113878
3590,VAUXHALL,1,14,South West,2,999,2016,1034,104,0.407,0.006,,0.02,0.093622112
2616,VOLKSWAGEN,1,14,London,1,1395,2016,1247,120,0.158,0.034,,0.028,0.176941594
1343,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.991809068
1096,VOLKSWAGEN,1,14,South West,2,2324,2002,1407,211,0.461,0.048,,0.058,0.805348733
1549,BMW,2,5,London,1,2993,2016,1760,150,0.341,0.053,,,0.633644189
1824,VAUXHALL,1,14,London,2,1398,2016,1163,118,0.463,0.01,,0.031,0.937383533
1392,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.772883957
2969,FORD,1,96,North West,5,1596,2016,1364,149,0.3,0.024,,0.056,0.177335263
2117,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.653948548
2752,VAUXHALL,2,14,South West,5,1598,2016,1335,91,0.268,0.047,,,0.228396038
1657,VAUXHALL,2,6,North West,5,1598,2016,1664,114,0.035,0.026,,,0.812430071
3223,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.512544006
329,TOYOTA,1,14,North West,1,1794,2002,1380,176,0.54,0.02,,0.04,0.436309082
802,TOYOTA,1,14,North West,1,998,2002,1050,137,0.43,0.03,,0.12,0.455426337
2220,VAUXHALL,1,13,South West,1,1398,2016,1141,118,0.463,0.01,,0.031,0.480413247
900,BMW,1,2,London,1,2171,2002,1600,237,0.832,0.005,,0.091,0.61283524
2901,VAUXHALL,1,13,South West,5,1598,2016,1278,174,0.519,0.026,,0.034,0.210595851
3095,VAUXHALL,1,14,South West,5,1364,2016,1237,119,0.276,0.013,,0.019,0.086979069
2043,VAUXHALL,2,14,South West,5,1956,2016,1613,114,0.08,0.06,,,0.968056326
1253,VOLKSWAGEN,1,14,South West,2,1198,2002,1120,142,0.474,0.015,,0.032,0.542401137
2614,BMW,2,2,London,2,1995,2016,1705,119,0.144,0.031,,,0.478345489
2297,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.731534245
1264,VAUXHALL,2,14,North West,1,1686,2002,1745,130,0.101,0.429,0.031,,0.117844221
323,BMW,1,13,London,1,2494,2002,1480,215,0.494,0.017,,0.079,0.775230958
482,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.521741378
927,VOLKSWAGEN,1,14,South West,2,1390,2002,1183,156,0.165,0.047,,0.075,0.24197562
2685,TOYOTA,8,14,London,5,1497,2016,1176,75,0.196,0.006,,0.043,0.756001952
1718,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.225527016
3825,FORD,1,96,North West,1,1596,2016,1431,149,0.342,0.051,,0.056,0.575852349
1184,BMW,1,5,London,1,1995,2002,1385,175,0.852,0.05,,0.102,0.982045165
1821,VAUXHALL,2,14,North West,5,1598,2016,1488,97,0.136,0.07,,,0.990541869
678,TOYOTA,1,96,London,1,1299,2002,1190,165,0.84,0.05,,0.13,0.914436821
3522,VAUXHALL,1,6,South West,5,1399,2016,1263,127,0.507,0.012,,0.021,0.538553261
1457,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.019628477
2524,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.017792865
841,VOLKSWAGEN,2,2,North West,1,1896,2002,1425,146,0.177,0.363,0.024,,0.038850847
210,FORD,1,6,London,1,1999,2002,1467,221,0.12,0.05,,0.07,0.20241204
3815,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.947620887
799,FORD,2,96,North West,1,1896,2002,1736,173,0.463,0.387,0.035,,0.524758795
1910,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.890705147
2891,VOLKSWAGEN,2,14,North West,1,1598,2016,1321,99,0.167,0.069,,,0.614297992
422,FORD,1,14,London,2,1388,2002,1097,153,0.562,0.026,,0.08,0.455026405
183,FORD,1,13,London,1,1299,2002,965,154,0.395,0.103,,0.061,0.105818459
118,VOLKSWAGEN,2,6,South West,2,1896,2002,1859,176,0.463,0.387,0.035,,0.640199111
435,FORD,1,14,South West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.151063912
1911,BMW,1,2,London,5,1499,2016,1500,122,0.181,0.017,,0.035,0.25537051
2697,FORD,1,96,London,2,1596,2016,1364,149,0.3,0.024,,0.056,0.367359946
740,BMW,2,2,South West,1,2497,2002,1670,179,0.265,0.445,0.047,,0.176066401
715,TOYOTA,1,13,North West,2,1299,2002,1040,144,0.88,0.04,,0.1,0.910642659
857,TOYOTA,1,5,North West,1,1794,2002,0,185,1.22,,,,0.756244928
2619,TOYOTA,8,14,London,2,1497,2016,1186,82,0.196,0.006,,0.043,0.519426203
565,VOLKSWAGEN,1,14,London,1,1598,2002,1307,168,0.504,0.047,,0.083,0.774209814
893,VOLKSWAGEN,2,14,South West,1,1896,2002,1436,173,0.115,0.432,0.028,,0.5422699
617,VOLKSWAGEN,1,14,London,2,1198,2002,1083,142,0.68,0.042,,0.03,0.145142881
3459,FORD,1,13,South West,2,998,2016,1175,104,0.33,0.031,0.001,0.06,0.448095382
2960,FORD,1,13,North West,2,1242,2016,1088,122,0.518,0.027,,0.051,0.444023332
1195,FORD,1,14,London,1,1798,2002,1396,187,0.375,0.091,,0.077,0.927026501
